# Regex\tIntensity
\bf[\W_]*u[\W_]*c[\W_]*k(?:ing|ed|er|s)?\b\t2.3
\bf\W*ck\b\t2.0
\bf\*+ck\b\t2.0
\bfuxk\b\t2.0
\bfkn\b\t1.5
\bfukin\b\t2.0
\bfug\b\t1.8
\bm[\W_]*o[\W_]*fo\b\t2.2
\bmotherf[\W_]*u[\W_]*c[\W_]*ker\b\t2.6
\bsh[\W_]*i[\W_]*t(?:ting|ty|head|hole)?\b\t1.6
\bsh\*t\b\t1.6
\bbullshit\b\t1.6
\bhorseshit\b\t1.6
\bshitshow\b\t1.4
\bcrap\b\t1.0
\basshole\b\t1.8
\basshat\b\t1.4
\bjackass\b\t1.5
\bassclown\b\t1.4
\bdick(?:head|wad|weed|less)?\b\t1.5
\bcock(?:head|sucker)?\b\t1.5
\bpussy\b\t1.6
\bcunt\b\t2.6
\bwhore\b\t1.8
\bson(?: of a)? bitch\b\t1.6
\bslut\b\t1.8
\bbi?atch?\b\t1.6
\bbitch(?:es|y)?\b\t1.6
\bputa\b\t1.5
\bputang[ai]na\b\t2.3
\banjing\b\t1.5
\btai\b\t1.2
\bbabi\b\t1.3
\bkeparat\b\t1.3
\bbrengsek\b\t1.3
\bgago\b\t1.5
\bulol\b\t1.3
\bhinayupak\b\t1.6
\bputo\b\t1.4
\bmierda\b\t1.2
\bcabro[n\\u00f1]\b\t1.5
\bcarajo\b\t1.2
\bchingad[ao]\b\t1.8
\bjoder\b\t1.3
\bverga\b\t1.4
\bfreggin\b\t1.2
\bfreaking\b\t1.0
